com,reg,dep,libelle,d_nccenr,d_libelle,r_nccenr,r_libelle
89012,27,89,Annoux,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89013,27,89,Appoigny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89014,27,89,Arces-Dilo,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89015,27,89,Arcy-sur-Cure,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89016,27,89,Argentenay,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89017,27,89,Argenteuil-sur-Armançon,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89018,27,89,Armeau,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89019,27,89,Arthonnay,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89020,27,89,Asnières-sous-Bois,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89021,27,89,Asquins,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89022,27,89,Athie,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89023,27,89,Augy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89024,27,89,Auxerre,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89025,27,89,Avallon,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89027,27,89,Bagneaux,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89028,27,89,Baon,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89029,27,89,Bassou,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89030,27,89,Bazarnes,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89031,27,89,Beaumont,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89032,27,89,Beauvilliers,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89033,27,89,Beauvoir,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89034,27,89,Beine,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89035,27,89,Bellechaume,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89036,27,89,La Belliole,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89037,27,89,Béon,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89038,27,89,Bernouil,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89039,27,89,Béru,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89040,27,89,Bessy-sur-Cure,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89041,27,89,Beugnon,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89042,27,89,Bierry-les-Belles-Fontaines,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89043,27,89,Blacy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89044,27,89,Blannay,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89045,27,89,Bleigny-le-Carreau,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89046,27,89,Bléneau,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89047,,,Bligny-en-Othe,,,,
89048,27,89,Bœurs-en-Othe,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89049,27,89,Bois-d'Arcy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89050,27,89,Bonnard,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89051,27,89,Les Bordes,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89052,,,Bouilly,,,,
89053,27,89,Branches,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89054,27,89,Brannay,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89055,27,89,Brienon-sur-Armançon,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89056,27,89,Brion,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89057,27,89,Brosses,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89058,27,89,Bussières,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89059,27,89,Bussy-en-Othe,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89060,27,89,Bussy-le-Repos,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89061,27,89,Butteaux,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89062,27,89,Carisey,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89063,27,89,La Celle-Saint-Cyr,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89064,27,89,Censy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89065,27,89,Cérilly,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89066,27,89,Cerisiers,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89067,27,89,Cézy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89068,27,89,Chablis,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89069,27,89,Chailley,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89070,,,Chambeugle,,,,
89071,27,89,Chamoux,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89072,27,89,Champcevrais,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89073,27,89,Champignelles,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89074,27,89,Champigny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89075,27,89,Champlay,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89076,27,89,Champlost,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89077,27,89,Champs-sur-Yonne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89078,,,Champvallon,,,,
89079,27,89,Chamvres,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89080,27,89,La Chapelle-sur-Oreuse,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89081,27,89,La Chapelle-Vaupelteigne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89083,27,89,Charbuy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89084,27,89,Charentenay,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89085,27,89,Charmoy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89086,27,89,Charny Orée de Puisaye,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89086,,,Charny,,,,
89087,27,89,Chassignelles,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89088,27,89,Chassy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89089,27,89,Chastellux-sur-Cure,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89090,,,Chastenay,,,,
89091,27,89,Châtel-Censoir,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89092,27,89,Châtel-Gérard,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89093,27,89,Chaumont,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89094,27,89,Chaumot,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89095,27,89,Chemilly-sur-Serein,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89096,27,89,Chemilly-sur-Yonne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89097,,,Chêne-Arnoult,,,,
89098,27,89,Cheney,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89099,27,89,Cheny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89100,27,89,Chéroy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89101,27,89,Chéu,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89102,27,89,Chevannes,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89103,,,Chevillon,,,,
89104,27,89,Chichée,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89105,27,89,Chichery,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89107,,,Chigy,,,,
89108,27,89,Chitry,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89109,,,Cisery,,,,
89111,27,89,Les Clérimois,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89112,27,89,Collan,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89113,27,89,Collemiers,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89114,,,Commissey,,,,
89115,27,89,Compigny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89116,27,89,Cornant,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89117,27,89,Coulangeron,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89118,27,89,Coulanges-la-Vineuse,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89119,27,89,Coulanges-sur-Yonne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89120,27,89,Coulours,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89122,27,89,Courgenay,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89123,27,89,Courgis,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89124,27,89,Courlon-sur-Yonne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89125,27,89,Courson-les-Carrières,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89126,27,89,Courtoin,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89127,27,89,Courtois-sur-Yonne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89128,27,89,Coutarnoux,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89129,27,89,Crain,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89130,27,89,Deux Rivières,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89130,,,Cravant,,,,
89131,27,89,Cruzy-le-Châtel,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89132,27,89,Cry,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89133,27,89,Cudot,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89134,27,89,Cussy-les-Forges,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89135,,,Cusy,,,,
89136,27,89,Cuy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89137,27,89,Dannemoine,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89138,,,Dicy,,,,
89139,27,89,Diges,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89140,,,Dilo,,,,
89141,27,89,Dissangis,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89142,27,89,Dixmont,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89143,27,89,Dollot,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89144,27,89,Domats,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89145,27,89,Domecy-sur-Cure,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89146,27,89,Domecy-sur-le-Vault,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89147,27,89,Dracy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89148,27,89,Druyes-les-Belles-Fontaines,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89149,27,89,Dyé,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89150,27,89,Égleny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89151,27,89,Égriselles-le-Bocage,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89152,27,89,Épineau-les-Voves,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89153,27,89,Épineuil,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89154,27,89,Escamps,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89155,27,89,Escolives-Sainte-Camille,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89156,27,89,Esnon,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89157,,,Essert,,,,
89158,27,89,Étais-la-Sauvin,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89159,27,89,Étaule,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89160,27,89,Étigny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89161,27,89,Étivey,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89162,27,89,Évry,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89163,27,89,La Ferté-Loupière,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89164,27,89,Festigny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89165,27,89,Flacy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89166,,,Fleurigny,,,,
89167,27,89,Fleury-la-Vallée,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89168,27,89,Fleys,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89169,27,89,Flogny-la-Chapelle,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89170,27,89,Foissy-lès-Vézelay,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89171,27,89,Foissy-sur-Vanne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89172,27,89,Fontaine-la-Gaillarde,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89173,27,89,Fontaines,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89174,,,Fontenailles,,,,
89175,27,89,Fontenay-près-Chablis,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89176,27,89,Fontenay-près-Vézelay,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89177,27,89,Fontenay-sous-Fouronnes,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89178,,,Fontenouilles,,,,
89179,27,89,Fontenoy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89180,27,89,Fouchères,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89181,27,89,Fournaudin,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89182,27,89,Fouronnes,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89183,27,89,Fresnes,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89184,27,89,Fulvy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89186,27,89,Germigny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89187,27,89,Gigny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89188,27,89,Girolles,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89189,27,89,Gisy-les-Nobles,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89190,27,89,Givry,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89191,27,89,Gland,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89192,,,Grandchamp,,,,
89194,27,89,Grimault,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89195,27,89,Gron,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89196,27,89,Valravillon,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89196,,,Guerchy,,,,
89197,27,89,Guillon-Terre-Plaine,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89197,,,Guillon,,,,
89198,27,89,Gurgy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89199,27,89,Gy-l'Évêque,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89200,27,89,Hauterive,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89201,27,89,Héry,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89202,27,89,Irancy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89203,27,89,Island,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89204,27,89,L'Isle-sur-Serein,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89205,27,89,Jaulges,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89206,27,89,Joigny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89207,27,89,Jouancy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89208,27,89,Joux-la-Ville,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89209,27,89,Jouy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89210,27,89,Jully,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89211,27,89,Junay,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89212,27,89,Jussy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89213,,,Laduz,,,,
89214,27,89,Lailly,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89215,27,89,Lain,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89216,27,89,Lainsecq,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89217,27,89,Lalande,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89218,27,89,Laroche-Saint-Cydroine,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89219,27,89,Lasson,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89220,27,89,Lavau,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89221,27,89,Leugny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89222,27,89,Levis,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89223,27,89,Lézinnes,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89224,27,89,Lichères-près-Aigremont,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89225,27,89,Lichères-sur-Yonne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89226,27,89,Lignorelles,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89227,27,89,Ligny-le-Châtel,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89228,27,89,Lindry,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89229,27,89,Lixy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89230,27,89,Looze,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89231,,,Louesme,,,,
89232,27,89,Lucy-le-Bois,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89233,27,89,Lucy-sur-Cure,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89234,27,89,Lucy-sur-Yonne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89235,27,89,Magny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89236,27,89,Maillot,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89237,27,89,Mailly-la-Ville,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89238,27,89,Mailly-le-Château,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89239,27,89,Malay-le-Grand,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89240,27,89,Malay-le-Petit,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89241,,,Malicorne,,,,
89242,27,89,Maligny,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89243,,,Marchais-Beton,,,,
89244,27,89,Marmeaux,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89245,27,89,Marsangy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89246,27,89,Massangis,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89247,27,89,Mélisey,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89248,27,89,Menades,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89249,27,89,Mercy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89250,27,89,Méré,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89251,27,89,Merry-la-Vallée,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89252,27,89,Merry-Sec,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89253,27,89,Merry-sur-Yonne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89254,27,89,Mézilles,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89255,27,89,Michery,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89256,27,89,Migé,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89257,27,89,Migennes,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89259,27,89,Môlay,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89260,,,Molesmes,,,,
89261,27,89,Molinons,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89262,27,89,Molosmes,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89263,27,89,Monéteau,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89264,27,89,Montacher-Villegardin,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89265,27,89,Montigny-la-Resle,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89266,27,89,Montillot,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89267,27,89,Montréal,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89268,27,89,Mont-Saint-Sulpice,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89270,27,89,Mouffy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89271,27,89,Moulins-en-Tonnerrois,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89272,27,89,Moulins-sur-Ouanne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89273,27,89,Moutiers-en-Puisaye,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89274,27,89,Nailly,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89275,,,Neuilly,,,,
89276,27,89,Neuvy-Sautour,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89277,27,89,Nitry,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89278,27,89,Noé,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89279,27,89,Noyers,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89280,27,89,Nuits,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89281,27,89,Les Ormes,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89282,27,89,Ormoy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89283,27,89,Ouanne,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89284,27,89,Pacy-sur-Armançon,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89285,27,89,Pailly,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89286,27,89,Parly,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89287,27,89,Paron,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89288,27,89,Paroy-en-Othe,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89289,27,89,Paroy-sur-Tholon,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89290,27,89,Pasilly,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89291,27,89,Passy,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89292,27,89,Percey,Yonne,Yonne,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté
89293,,,Perreuse,,,,
